task_id	hash	native_id	process	tag	name	status	exit	module	container	cpus	time	disk	memory	attempt	submit	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	read_bytes	write_bytes	vol_ctxt	inv_ctxt	env	workdir	scratch
384	30/51c850	908319	eeg_windowing_processor	EV2_32_eeg_epochs_eeg.parquet	eeg_windowing_processor (EV2_32_eeg_epochs_eeg.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-30 13:15:14.885	2026-06-30 13:15:14.966	2026-06-30 13:15:18.206	3.3s	2.8s	-	166.5%	1.5%	461.5 MB	4.3 GB	461.5 MB	4.3 GB	8.6 MB	35.9 MB	1028	435	0	35.9 MB	556	198	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/EV2_analysis/work/30/51c850e4893b97dee6559d4e828eba	-
369	00/c78eca	904858	eeg_roi_psd_analyzer	EV2_16_eeg_epochs_eeg_windowed.parquet	eeg_roi_psd_analyzer (EV2_16_eeg_epochs_eeg_windowed.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-30 13:15:09.966	2026-06-30 13:15:10.042	2026-06-30 13:15:18.511	8.5s	8.2s	-	104.0%	0.9%	291.3 MB	4.7 GB	305 MB	4.7 GB	22.2 MB	259.7 KB	2351	188	0	336 KB	1683	625	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/EV2_analysis/work/00/c78ecabca1cf3e25b9fab62f3dddcc	-
387	95/70ca5f	909592	eeg_spectrum_analyzer	[EV2_32_eeg_epochs_eeg.parquet, EV2_32_labels_labels.parquet]	eeg_spectrum_analyzer ([EV2_32_eeg_epochs_eeg.parquet, EV2_32_labels_labels.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-30 13:15:16.567	2026-06-30 13:15:16.650	2026-06-30 13:15:18.874	2.3s	2.1s	-	197.3%	0.8%	241 MB	4.7 GB	265.9 MB	4.7 GB	22.2 MB	24.7 KB	2351	44	0	28 KB	100	336	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/EV2_analysis/work/95/70ca5f3675cb1d6362447323715fed	-
390	43/a68eca	909950	sam_bootstrap	EV2_16_labels_labels_long.parquet	sam_bootstrap (EV2_16_labels_labels_long.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-30 13:15:16.981	2026-06-30 13:15:17.058	2026-06-30 13:15:19.015	2s	1.9s	-	178.6%	0.5%	144.8 MB	4.4 GB	144.8 MB	4.4 GB	21.1 MB	19.1 KB	2269	39	0	20 KB	84	176	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/EV2_analysis/work/43/a68eca87cde4b71f2e306140afc5ea	-
378	ff/531e52	907121	eeg_fai_psd_analyzer	EV2_31_eeg_epochs_eeg.parquet	eeg_fai_psd_analyzer (EV2_31_eeg_epochs_eeg.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-30 13:15:13.050	2026-06-30 13:15:13.133	2026-06-30 13:15:19.047	6s	5.9s	-	111.8%	0.8%	244.2 MB	4.6 GB	265.1 MB	4.7 GB	22.2 MB	217.7 KB	2351	185	0	324 KB	1373	382	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/EV2_analysis/work/ff/531e5259451834b9e0b7d6bd688276	-
396	8c/27650a	911181	eda_label_binner	[EV2_02_eda_epochs_eda_amp.parquet, EV2_02_labels_labels.parquet]	eda_label_binner ([EV2_02_eda_epochs_eda_amp.parquet, EV2_02_labels_labels.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-30 13:15:18.900	2026-06-30 13:15:18.976	2026-06-30 13:15:19.585	685ms	505ms	-	63.5%	0.0%	3.6 MB	7.3 MB	3.6 MB	7.3 MB	6.5 MB	3.4 KB	837	44	0	4 KB	6	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/EV2_analysis/work/8c/27650af0db505c473e853ce8bf9757	-
392	1f/856fb0	910561	sam_bootstrap	EV2_02_labels_labels_long.parquet	sam_bootstrap (EV2_02_labels_labels_long.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-30 13:15:17.884	2026-06-30 13:15:17.961	2026-06-30 13:15:19.896	2s	1.8s	-	188.0%	0.4%	144.4 MB	4.4 GB	144.4 MB	4.4 GB	21.1 MB	19 KB	2270	36	0	20 KB	69	152	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/EV2_analysis/work/1f/856fb03015eb0bf495590eabef4607	-
398	b3/2a3be5	911779	eeg_spectrum_result_collector	EV2_16_eeg_epochs_eeg_spectrum.parquet	eeg_spectrum_result_collector (EV2_16_eeg_epochs_eeg_spectrum.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-30 13:15:19.611	2026-06-30 13:15:19.685	2026-06-30 13:15:19.952	341ms	220ms	-	87.9%	0.0%	3.7 MB	7.3 MB	3.7 MB	7.3 MB	6.5 MB	3.4 KB	836	21	0	4 KB	6	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/EV2_analysis/work/b3/2a3be522a6dbb500907695d31167bc	-
393	57/08835f	910679	hrv_interval_analyzer	EV2_02_bvp_epochs_bvp_peaks.parquet	hrv_interval_analyzer (EV2_02_bvp_epochs_bvp_peaks.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-30 13:15:18.237	2026-06-30 13:15:18.307	2026-06-30 13:15:19.966	1.7s	1.6s	-	107.5%	0.3%	84.1 MB	3.7 GB	84.1 MB	3.9 GB	8.6 MB	56.9 KB	1027	227	0	164 KB	624	76	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/EV2_analysis/work/57/08835f4b2ea5575d699f2c6a97c9bb	-
397	39/747813	911462	eeg_fai_analyzer	EV2_16_eeg_epochs_eeg_psd.parquet	eeg_fai_analyzer (EV2_16_eeg_epochs_eeg_psd.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-30 13:15:19.246	2026-06-30 13:15:19.347	2026-06-30 13:15:20.089	843ms	720ms	-	206.6%	0.0%	3.7 MB	7.3 MB	3.7 MB	7.3 MB	8.6 MB	3 KB	1028	76	0	4 KB	6	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/EV2_analysis/work/39/747813b750e6f3d2b709cda63ccc53	-
395	ea/b6bfe9	911289	eda_correlation_analyzer	[EV2_02_eda_epochs_eda_amp.parquet, EV2_02_labels_labels.parquet]	eda_correlation_analyzer ([EV2_02_eda_epochs_eda_amp.parquet, EV2_02_labels_labels.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-30 13:15:19.040	2026-06-30 13:15:19.148	2026-06-30 13:15:20.174	1.1s	848ms	-	337.0%	0.0%	3.7 MB	7.3 MB	3.7 MB	7.3 MB	21.1 MB	5.6 KB	2272	152	0	4 KB	6	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/EV2_analysis/work/ea/b6bfe9f35b3e45947922c0e8bd202d	-
400	e9/e1002c	912145	eeg_spectrum_result_collector	EV2_02_eeg_epochs_eeg_spectrum.parquet	eeg_spectrum_result_collector (EV2_02_eeg_epochs_eeg_spectrum.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-30 13:15:19.967	2026-06-30 13:15:20.067	2026-06-30 13:15:20.354	387ms	296ms	-	65.8%	0.0%	3.7 MB	7.3 MB	3.7 MB	7.3 MB	6.5 MB	3.3 KB	836	18	0	4 KB	7	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/EV2_analysis/work/e9/e1002cde690d49bff165dedf3cf8f0	-
394	50/47094c	910937	sam_bootstrap	EV2_10_labels_labels_long.parquet	sam_bootstrap (EV2_10_labels_labels_long.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-30 13:15:18.540	2026-06-30 13:15:18.611	2026-06-30 13:15:20.458	1.9s	1.7s	-	218.3%	0.5%	144.8 MB	4.4 GB	144.8 MB	4.4 GB	21.1 MB	19 KB	2270	36	0	20 KB	81	125	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/EV2_analysis/work/50/47094c123fe7824d6e2c23e1ebb923	-
383	4a/6b8f2b	908274	eeg_fai_psd_analyzer	EV2_32_eeg_epochs_eeg.parquet	eeg_fai_psd_analyzer (EV2_32_eeg_epochs_eeg.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-30 13:15:14.776	2026-06-30 13:15:14.965	2026-06-30 13:15:21.028	6.3s	5.8s	-	103.1%	0.8%	244.2 MB	4.6 GB	265.6 MB	4.7 GB	22.2 MB	217.7 KB	2352	184	0	324 KB	1300	359	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/EV2_analysis/work/4a/6b8f2b02b0bf66c79010744e91c0d1	-
399	a0/ec0dd6	912078	hrv_interval_analyzer	EV2_10_bvp_epochs_bvp_peaks.parquet	hrv_interval_analyzer (EV2_10_bvp_epochs_bvp_peaks.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-30 13:15:19.915	2026-06-30 13:15:19.952	2026-06-30 13:15:21.315	1.4s	1.3s	-	92.7%	0.3%	84.6 MB	3.7 GB	84.6 MB	3.7 GB	8.6 MB	56.8 KB	1027	224	0	164 KB	739	178	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/EV2_analysis/work/a0/ec0dd6aa8b757c9500b07c59f74766	-
385	59/26133c	910321	lgcrct_l2_analyzer	[EV2_16_eeg_epochs_eeg.parquet, EV2_02_eeg_epochs_eeg.parquet, EV2_03_eeg_epochs_eeg.parquet, EV2_10_eeg_epochs_eeg.parquet, EV2_15_eeg_epochs_eeg.parquet, EV2_12_eeg_epochs_eeg.parquet, EV2_07_eeg_epochs_eeg.parquet, EV2_05_eeg_epochs_eeg.parquet, EV2_13_eeg_epochs_eeg.parquet, EV2_14_eeg_epochs_eeg.parquet, EV2_04_eeg_epochs_eeg.parquet, EV2_09_eeg_epochs_eeg.parquet, EV2_11_eeg_epochs_eeg.parquet, EV2_01_eeg_epochs_eeg.parquet, EV2_08_eeg_epochs_eeg.parquet, EV2_06_eeg_epochs_eeg.parquet, EV2_20_eeg_epochs_eeg.parquet, EV2_17_eeg_epochs_eeg.parquet, EV2_22_eeg_epochs_eeg.parquet, EV2_18_eeg_epochs_eeg.parquet, EV2_21_eeg_epochs_eeg.parquet, EV2_25_eeg_epochs_eeg.parquet, EV2_19_eeg_epochs_eeg.parquet, EV2_26_eeg_epochs_eeg.parquet, EV2_27_eeg_epochs_eeg.parquet, EV2_29_eeg_epochs_eeg.parquet, EV2_28_eeg_epochs_eeg.parquet, EV2_24_eeg_epochs_eeg.parquet, EV2_23_eeg_epochs_eeg.parquet, EV2_30_eeg_epochs_eeg.parquet, EV2_31_eeg_epochs_eeg.parquet, EV2_32_eeg_epochs_eeg.parquet]	lgcrct_l2_analyzer ([EV2_16_eeg_epochs_eeg.parquet, EV2_02_eeg_epochs_eeg.parquet, EV2_03_eeg_epochs_eeg.parquet, EV2_10_eeg_epochs_eeg.parquet, EV2_15_eeg_epochs_eeg.parquet, EV2_12_eeg_epochs_eeg.parquet, EV2_07_eeg_epochs_eeg.parquet, EV2_05_eeg_epochs_eeg.parquet, EV2_13_eeg_epochs_eeg.parquet, EV2_14_eeg_epochs_eeg.parquet, EV2_04_eeg_epochs_eeg.parquet, EV2_09_eeg_epochs_eeg.parquet, EV2_11_eeg_epochs_eeg.parquet, EV2_01_eeg_epochs_eeg.parquet, EV2_08_eeg_epochs_eeg.parquet, EV2_06_eeg_epochs_eeg.parquet, EV2_20_eeg_epochs_eeg.parquet, EV2_17_eeg_epochs_eeg.parquet, EV2_22_eeg_epochs_eeg.parquet, EV2_18_eeg_epochs_eeg.parquet, EV2_21_eeg_epochs_eeg.parquet, EV2_25_eeg_epochs_eeg.parquet, EV2_19_eeg_epochs_eeg.parquet, EV2_26_eeg_epochs_eeg.parquet, EV2_27_eeg_epochs_eeg.parquet, EV2_29_eeg_epochs_eeg.parquet, EV2_28_eeg_epochs_eeg.parquet, EV2_24_eeg_epochs_eeg.parquet, EV2_23_eeg_epochs_eeg.parquet, EV2_30_eeg_epochs_eeg.parquet, EV2_31_eeg_epochs_eeg.parquet, EV2_32_eeg_epochs_eeg.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-30 13:15:17.564	2026-06-30 13:15:17.582	2026-06-30 13:15:21.707	4.1s	1.8s	-	128.7%	0.4%	121.8 MB	1.6 GB	121.8 MB	1.6 GB	47.4 MB	17.3 KB	4836	57	0	40 KB	35	144	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/EV2_analysis/work/59/26133c4886bce3437606b5324ec86e	-
402	b9/188ae0	912392	hrv_interval_analyzer	EV2_03_bvp_epochs_bvp_peaks.parquet	hrv_interval_analyzer (EV2_03_bvp_epochs_bvp_peaks.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-30 13:15:20.105	2026-06-30 13:15:20.174	2026-06-30 13:15:21.709	1.6s	1.5s	-	77.7%	0.3%	84.1 MB	3.7 GB	84.1 MB	3.7 GB	8.6 MB	56.9 KB	1027	225	0	164 KB	823	146	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/EV2_analysis/work/b9/188ae03796929e4acc9522b95d67fb	-
403	68/9fc0f0	912472	hrv_interval_analyzer	EV2_27_bvp_epochs_bvp_peaks.parquet	hrv_interval_analyzer (EV2_27_bvp_epochs_bvp_peaks.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-30 13:15:20.199	2026-06-30 13:15:20.276	2026-06-30 13:15:21.735	1.5s	1.4s	-	116.1%	0.3%	84.8 MB	3.7 GB	84.8 MB	3.8 GB	8.6 MB	56.9 KB	1026	226	0	164 KB	812	121	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/EV2_analysis/work/68/9fc0f05d7e1aa8defbc8b0464ed56c	-
407	31/f041f8	913313	eda_label_binner	[EV2_15_eda_epochs_eda_amp.parquet, EV2_15_labels_labels.parquet]	eda_label_binner ([EV2_15_eda_epochs_eda_amp.parquet, EV2_15_labels_labels.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-30 13:15:21.047	2026-06-30 13:15:21.230	2026-06-30 13:15:21.788	741ms	550ms	-	48.9%	0.0%	3.7 MB	7.3 MB	3.7 MB	7.3 MB	6.5 MB	4.4 KB	837	167	0	4 KB	6	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/EV2_analysis/work/31/f041f89fc46e2a11b12777e2b84b12	-
401	87/1b925b	912154	sam_bootstrap	EV2_15_labels_labels_long.parquet	sam_bootstrap (EV2_15_labels_labels_long.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-30 13:15:19.983	2026-06-30 13:15:20.067	2026-06-30 13:15:21.876	1.9s	1.8s	-	176.5%	0.5%	144.8 MB	4.4 GB	144.8 MB	4.5 GB	21.1 MB	19 KB	2270	36	0	20 KB	52	520	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/EV2_analysis/work/87/1b925b945008387570989775cc1abb	-
404	c0/713219	912743	sam_bootstrap	EV2_27_labels_labels_long.parquet	sam_bootstrap (EV2_27_labels_labels_long.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-30 13:15:20.370	2026-06-30 13:15:20.458	2026-06-30 13:15:22.214	1.8s	1.7s	-	187.3%	0.5%	145.1 MB	4.4 GB	145.1 MB	4.5 GB	21.1 MB	19.1 KB	2268	39	0	20 KB	80	78	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/EV2_analysis/work/c0/7132199ac32281035e4a354cd10263	-
408	2e/8fbd5c	913975	eda_label_binner	[EV2_10_eda_epochs_eda_amp.parquet, EV2_10_labels_labels.parquet]	eda_label_binner ([EV2_10_eda_epochs_eda_amp.parquet, EV2_10_labels_labels.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-30 13:15:21.738	2026-06-30 13:15:21.788	2026-06-30 13:15:22.326	588ms	407ms	-	55.8%	0.0%	3.7 MB	7.3 MB	3.7 MB	7.3 MB	6.5 MB	3.7 KB	836	79	0	4 KB	6	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/EV2_analysis/work/2e/8fbd5cb0b0239116a35475c1d9e9f1	-
410	33/ca4198	914119	eda_label_binner	[EV2_03_eda_epochs_eda_amp.parquet, EV2_03_labels_labels.parquet]	eda_label_binner ([EV2_03_eda_epochs_eda_amp.parquet, EV2_03_labels_labels.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-30 13:15:21.826	2026-06-30 13:15:21.877	2026-06-30 13:15:22.349	523ms	391ms	-	59.6%	0.0%	3.7 MB	7.3 MB	3.7 MB	7.3 MB	6.5 MB	3.6 KB	836	73	0	4 KB	6	1	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/EV2_analysis/work/33/ca41980caceece79f6579993585e48	-
406	be/08b5d9	913637	eda_correlation_analyzer	[EV2_15_eda_epochs_eda_amp.parquet, EV2_15_labels_labels.parquet]	eda_correlation_analyzer ([EV2_15_eda_epochs_eda_amp.parquet, EV2_15_labels_labels.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-30 13:15:21.330	2026-06-30 13:15:21.415	2026-06-30 13:15:22.642	1.3s	1.1s	-	235.0%	0.0%	3.4 MB	7.2 MB	3.4 MB	7.2 MB	21.1 MB	5.1 KB	2270	90	0	4 KB	2	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/EV2_analysis/work/be/08b5d9380285662f3249103a3edaa2	-
409	ff/aadf61	913963	eda_correlation_analyzer	[EV2_10_eda_epochs_eda_amp.parquet, EV2_10_labels_labels.parquet]	eda_correlation_analyzer ([EV2_10_eda_epochs_eda_amp.parquet, EV2_10_labels_labels.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-30 13:15:21.722	2026-06-30 13:15:21.735	2026-06-30 13:15:22.800	1.1s	915ms	-	258.3%	0.1%	28.8 MB	220.7 MB	28.8 MB	282.8 MB	21.1 MB	5.6 KB	2272	153	0	4 KB	13	8	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/EV2_analysis/work/ff/aadf610b4a8853c15469cd8225a369	-
411	bf/ac42d8	914008	eda_correlation_analyzer	[EV2_03_eda_epochs_eda_amp.parquet, EV2_03_labels_labels.parquet]	eda_correlation_analyzer ([EV2_03_eda_epochs_eda_amp.parquet, EV2_03_labels_labels.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-30 13:15:21.758	2026-06-30 13:15:21.792	2026-06-30 13:15:23.035	1.3s	1.1s	-	223.2%	0.0%	3.7 MB	7.3 MB	3.7 MB	7.3 MB	21.1 MB	5 KB	2269	72	0	4 KB	6	1	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/EV2_analysis/work/bf/ac42d82bb7967215064cee6609d6d1	-
416	ab/4af524	915210	eeg_spectrum_result_collector	EV2_10_eeg_epochs_eeg_spectrum.parquet	eeg_spectrum_result_collector (EV2_10_eeg_epochs_eeg_spectrum.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-30 13:15:22.658	2026-06-30 13:15:22.742	2026-06-30 13:15:23.052	394ms	276ms	-	63.6%	0.1%	28.1 MB	219.8 MB	28.1 MB	281.7 MB	6.5 MB	3.3 KB	837	18	0	4 KB	16	10	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/EV2_analysis/work/ab/4af52424eecd5ce550704cf7642235	-
412	09/85114d	914351	hrv_interval_analyzer	EV2_15_bvp_epochs_bvp_peaks.parquet	hrv_interval_analyzer (EV2_15_bvp_epochs_bvp_peaks.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-30 13:15:21.892	2026-06-30 13:15:21.977	2026-06-30 13:15:23.534	1.6s	1.3s	-	114.7%	0.3%	84.3 MB	3.7 GB	84.3 MB	3.8 GB	8.6 MB	56.8 KB	1027	224	0	164 KB	828	215	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/EV2_analysis/work/09/85114d839cc7ad1155565f530e24e3	-
611	55/b22c4c	915619	eeg_roi_psd_all_file_finder	EV2_16_eeg_epochs_eeg_windowed_psd.parquet	eeg_roi_psd_all_file_finder (EV2_16_eeg_epochs_eeg_windowed_psd.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-30 13:15:23.065	2026-06-30 13:15:23.153	2026-06-30 13:15:23.601	536ms	381ms	-	43.7%	0.0%	3.7 MB	7.3 MB	3.7 MB	7.3 MB	6.6 MB	9.3 KB	855	23	0	12 KB	6	1	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/EV2_analysis/work/55/b22c4cd938e4dcb3223d533c02f3b8	-
413	94/91ab2f	914633	hrv_interval_analyzer	EV2_12_bvp_epochs_bvp_peaks.parquet	hrv_interval_analyzer (EV2_12_bvp_epochs_bvp_peaks.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-30 13:15:22.254	2026-06-30 13:15:22.314	2026-06-30 13:15:23.708	1.5s	1.3s	-	118.4%	0.3%	84.4 MB	3.7 GB	84.4 MB	3.8 GB	8.6 MB	56.9 KB	1028	227	0	164 KB	777	143	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/EV2_analysis/work/94/91ab2f39498f73e57233541d4af826	-
417	a7/581598	915342	eeg_fai_analyzer	EV2_02_eeg_epochs_eeg_psd.parquet	eeg_fai_analyzer (EV2_02_eeg_epochs_eeg_psd.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-30 13:15:22.825	2026-06-30 13:15:22.900	2026-06-30 13:15:23.945	1.1s	890ms	-	172.3%	0.0%	3.6 MB	7.3 MB	3.6 MB	7.3 MB	8.6 MB	8 KB	1028	366	0	4 KB	6	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/EV2_analysis/work/a7/58159826b91c8ba9be329a4f831acc	-
422	10/759a00	916612	eeg_spectrum_result_collector	EV2_03_eeg_epochs_eeg_spectrum.parquet	eeg_spectrum_result_collector (EV2_03_eeg_epochs_eeg_spectrum.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-30 13:15:24.011	2026-06-30 13:15:24.045	2026-06-30 13:15:24.324	313ms	182ms	-	84.5%	0.0%	3.7 MB	7.3 MB	3.7 MB	7.3 MB	6.5 MB	3.4 KB	836	21	0	4 KB	6	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/EV2_analysis/work/10/759a0030c326e8093a3fc797ed222d	-
420	24/3ddfcd	916390	eda_label_binner	[EV2_12_eda_epochs_eda_amp.parquet, EV2_12_labels_labels.parquet]	eda_label_binner ([EV2_12_eda_epochs_eda_amp.parquet, EV2_12_labels_labels.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-30 13:15:23.722	2026-06-30 13:15:23.817	2026-06-30 13:15:24.338	616ms	343ms	-	71.3%	0.0%	3.4 MB	7.2 MB	3.4 MB	7.2 MB	6.5 MB	4.1 KB	837	145	0	4 KB	3	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/EV2_analysis/work/24/3ddfcd143739367454ee4e180e2a28	-
415	b6/690904	914800	sam_bootstrap	EV2_03_labels_labels_long.parquet	sam_bootstrap (EV2_03_labels_labels_long.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-30 13:15:22.374	2026-06-30 13:15:22.449	2026-06-30 13:15:24.344	2s	1.8s	-	163.4%	0.4%	144.3 MB	4.4 GB	144.3 MB	4.5 GB	21.1 MB	19 KB	2273	36	0	20 KB	57	596	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/EV2_analysis/work/b6/6909043eb441f860d0478948098c42	-
425	75/49a528	916946	eeg_spectrum_result_collector	EV2_15_eeg_epochs_eeg_spectrum.parquet	eeg_spectrum_result_collector (EV2_15_eeg_epochs_eeg_spectrum.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-30 13:15:24.366	2026-06-30 13:15:24.445	2026-06-30 13:15:24.651	285ms	211ms	-	73.8%	0.0%	3.6 MB	7.3 MB	3.6 MB	7.3 MB	6.5 MB	3.3 KB	839	18	0	4 KB	6	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/EV2_analysis/work/75/49a52887ff0a08a6bef69b1027dc2e	-
421	1c/00f783	916207	eda_correlation_analyzer	[EV2_12_eda_epochs_eda_amp.parquet, EV2_12_labels_labels.parquet]	eda_correlation_analyzer ([EV2_12_eda_epochs_eda_amp.parquet, EV2_12_labels_labels.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-30 13:15:23.617	2026-06-30 13:15:23.702	2026-06-30 13:15:24.654	1s	944ms	-	287.5%	0.1%	28.9 MB	220.7 MB	28.9 MB	282.8 MB	21.1 MB	4.7 KB	2271	30	0	4 KB	15	8	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/EV2_analysis/work/1c/00f783fe5fd77590f63a52171f3ca9	-
424	69/a4776b	916936	eda_label_binner	[EV2_07_eda_epochs_eda_amp.parquet, EV2_07_labels_labels.parquet]	eda_label_binner ([EV2_07_eda_epochs_eda_amp.parquet, EV2_07_labels_labels.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-30 13:15:24.338	2026-06-30 13:15:24.444	2026-06-30 13:15:24.819	481ms	328ms	-	74.9%	0.0%	3.7 MB	7.3 MB	3.7 MB	7.3 MB	6.5 MB	3.7 KB	837	89	0	4 KB	6	2	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/EV2_analysis/work/69/a4776b063811fd2bceab5c4b2290d3	-
423	f6/a887ce	916939	eda_correlation_analyzer	[EV2_07_eda_epochs_eda_amp.parquet, EV2_07_labels_labels.parquet]	eda_correlation_analyzer ([EV2_07_eda_epochs_eda_amp.parquet, EV2_07_labels_labels.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-30 13:15:24.352	2026-06-30 13:15:24.445	2026-06-30 13:15:25.295	943ms	867ms	-	320.5%	0.0%	3.6 MB	7.3 MB	3.6 MB	7.3 MB	21.1 MB	5.3 KB	2271	114	0	4 KB	6	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/EV2_analysis/work/f6/a887ce20cddbf12a798caf1f6878d1	-
419	a1/c0c427	916110	sam_bootstrap	EV2_12_labels_labels_long.parquet	sam_bootstrap (EV2_12_labels_labels_long.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-30 13:15:23.554	2026-06-30 13:15:23.601	2026-06-30 13:15:25.341	1.8s	1.7s	-	193.5%	0.4%	144.7 MB	4.4 GB	144.7 MB	4.4 GB	21.1 MB	19 KB	2270	36	0	20 KB	75	166	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/EV2_analysis/work/a1/c0c4278a74e07245c2f7e66315b4ae	-
