task_id	hash	native_id	process	tag	name	status	exit	module	container	cpus	time	disk	memory	attempt	submit	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	read_bytes	write_bytes	vol_ctxt	inv_ctxt	env	workdir	scratch
766	64/afe283	3736068	eeg_roi_psd_all_file_finder	DEAP_18_eeg_epochs_eeg_windowed_psd.parquet	eeg_roi_psd_all_file_finder (DEAP_18_eeg_epochs_eeg_windowed_psd.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 14:03:40.657	2026-06-11 14:03:40.746	2026-06-11 14:03:41.851	1.2s	1.1s	-	85.7%	0.2%	70.6 MB	3.1 GB	70.6 MB	3.1 GB	39 MB	6.2 MB	5456	174	0	6.2 MB	120	7	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/64/afe2834003e653254430573b470455	-
752	a7/fc278e	3728802	eda_bootstrap_analyzer	DEAP_24_eda_epochs_eda_amp_binned.parquet	eda_bootstrap_analyzer (DEAP_24_eda_epochs_eda_amp_binned.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 14:03:36.654	2026-06-11 14:03:36.741	2026-06-11 14:03:42.208	5.6s	5.4s	-	106.4%	0.5%	147 MB	4.4 GB	147 MB	4.4 GB	110.1 MB	18.5 MB	16193	487	0	18.5 MB	115	169	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/a7/fc278e5545c2c76803358a5fe99c2b	-
763	f3/bea28d	3734953	hrv_label_binner	[DEAP_23_bvp_epochs_bvp_peaks_interv.parquet, DEAP_23_labels_labels.parquet]	hrv_label_binner ([DEAP_23_bvp_epochs_bvp_peaks_interv.parquet, DEAP_23_labels_labels.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 14:03:39.992	2026-06-11 14:03:40.073	2026-06-11 14:03:42.222	2.2s	2.1s	-	83.3%	0.2%	64.2 MB	3.1 GB	64.2 MB	3.1 GB	70.9 MB	7.9 MB	9341	279	0	7.9 MB	81	80	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/f3/bea28dca8d81c6047b4e12ab03c93d	-
771	3e/2083df	3738126	fai_correlation_analyzer	[DEAP_24_eeg_epochs_eeg_psd_fai_epochs.parquet, DEAP_24_labels_labels.parquet]	fai_correlation_analyzer ([DEAP_24_eeg_epochs_eeg_psd_fai_epochs.parquet, DEAP_24_labels_labels.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 14:03:41.733	2026-06-11 14:03:41.821	2026-06-11 14:03:42.775	1s	958ms	-	287.6%	0.0%	3.7 MB	7.3 MB	3.7 MB	7.3 MB	27.4 MB	2.1 MB	3048	73	0	2.1 MB	10	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/3e/2083df0f4a1da026240ea9786581e8	-
769	06/55fb2e	3738080	eeg_roi_psd_all_file_finder	DEAP_24_eeg_epochs_eeg_windowed_psd.parquet	eeg_roi_psd_all_file_finder (DEAP_24_eeg_epochs_eeg_windowed_psd.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 14:03:41.716	2026-06-11 14:03:41.820	2026-06-11 14:03:43.035	1.3s	1.2s	-	75.6%	0.1%	29.8 MB	222.5 MB	29.8 MB	282.9 MB	39 MB	6.1 MB	5456	170	0	6.1 MB	56	2	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/06/55fb2e2a33fff87531e5b7f8353fae	-
760	f8/daffac	3733306	eda_bootstrap_analyzer	DEAP_23_eda_epochs_eda_amp_binned.parquet	eda_bootstrap_analyzer (DEAP_23_eda_epochs_eda_amp_binned.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 14:03:39.036	2026-06-11 14:03:39.139	2026-06-11 14:03:43.424	4.4s	4.3s	-	112.4%	0.5%	147 MB	4.4 GB	147 MB	4.5 GB	96.3 MB	15.7 MB	13991	412	0	15.7 MB	121	93	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/f8/daffac7f727f34754303e71cf781a9	-
774	ec/fe0d2d	3740616	fai_correlation_analyzer	[DEAP_23_eeg_epochs_eeg_psd_fai_epochs.parquet, DEAP_23_labels_labels.parquet]	fai_correlation_analyzer ([DEAP_23_eeg_epochs_eeg_psd_fai_epochs.parquet, DEAP_23_labels_labels.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 14:03:43.095	2026-06-11 14:03:43.136	2026-06-11 14:03:44.057	962ms	850ms	-	340.8%	0.0%	3.7 MB	7.3 MB	3.7 MB	7.3 MB	27.4 MB	2 MB	3044	68	0	2 MB	11	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/ec/fe0d2d4e051c2545bc0ee22c0e4231	-
770	b0/bfde27	3738451	fai_label_binner	[DEAP_24_eeg_epochs_eeg_psd_fai_epochs.parquet, DEAP_24_labels_labels.parquet]	fai_label_binner ([DEAP_24_eeg_epochs_eeg_psd_fai_epochs.parquet, DEAP_24_labels_labels.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 14:03:41.866	2026-06-11 14:03:41.954	2026-06-11 14:03:44.525	2.7s	2.6s	-	65.2%	0.1%	44.7 MB	241.5 MB	44.7 MB	282.9 MB	70.9 MB	8.2 MB	9352	287	0	8.2 MB	79	3	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/b0/bfde270c4790905464db7d4fefed6e	-
768	c6/fb32a7	3737749	hrv_label_binner	[DEAP_31_bvp_epochs_bvp_peaks_interv.parquet, DEAP_31_labels_labels.parquet]	hrv_label_binner ([DEAP_31_bvp_epochs_bvp_peaks_interv.parquet, DEAP_31_labels_labels.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 14:03:41.576	2026-06-11 14:03:41.663	2026-06-11 14:03:44.822	3.2s	3.2s	-	54.7%	0.1%	44.8 MB	243.8 MB	44.8 MB	291.7 MB	70.9 MB	8 MB	9354	274	0	8 MB	92	65	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/c6/fb32a7c9b2c116e04f61cb60a93ec4	-
765	e8/8fe6d7	3735255	eda_bootstrap_analyzer	DEAP_31_eda_epochs_eda_amp_binned.parquet	eda_bootstrap_analyzer (DEAP_31_eda_epochs_eda_amp_binned.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 14:03:40.167	2026-06-11 14:03:40.252	2026-06-11 14:03:45.031	4.9s	4.8s	-	124.8%	0.4%	146.5 MB	4.4 GB	146.5 MB	4.4 GB	110.1 MB	18.5 MB	16178	494	0	18.5 MB	103	114	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/e8/8fe6d7cf32b22faa4447b6154b957e	-
777	67/a636c2	3741967	hrv_correlation_analyzer	[DEAP_28_bvp_epochs_bvp_peaks_interv.parquet, DEAP_28_labels_labels.parquet]	hrv_correlation_analyzer ([DEAP_28_bvp_epochs_bvp_peaks_interv.parquet, DEAP_28_labels_labels.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 14:03:44.068	2026-06-11 14:03:44.157	2026-06-11 14:03:45.108	1s	931ms	-	290.4%	0.0%	3.7 MB	7.3 MB	3.7 MB	7.3 MB	27.4 MB	2 MB	3048	73	0	2 MB	12	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/67/a636c2ddf9002af7ce4877d54d0b72	-
775	a7/61b05b	3741200	fai_label_binner	[DEAP_23_eeg_epochs_eeg_psd_fai_epochs.parquet, DEAP_23_labels_labels.parquet]	fai_label_binner ([DEAP_23_eeg_epochs_eeg_psd_fai_epochs.parquet, DEAP_23_labels_labels.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 14:03:43.437	2026-06-11 14:03:43.524	2026-06-11 14:03:45.552	2.1s	1.9s	-	88.5%	0.1%	41.7 MB	243.1 MB	41.7 MB	292.8 MB	70.9 MB	8.1 MB	9331	270	0	8.1 MB	87	13	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/a7/61b05bfca716202c6d67c4a53e77b4	-
778	97/4cced0	3743633	eeg_roi_psd_all_file_finder	DEAP_23_eeg_epochs_eeg_windowed_psd.parquet	eeg_roi_psd_all_file_finder (DEAP_23_eeg_epochs_eeg_windowed_psd.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 14:03:44.835	2026-06-11 14:03:44.922	2026-06-11 14:03:46.095	1.3s	1.2s	-	80.1%	0.2%	65.3 MB	3.1 GB	65.3 MB	3.1 GB	39 MB	6.1 MB	5453	173	0	6.2 MB	64	17	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/97/4cced0b8148890b78a66d56e8087af	-
780	d1/15eb77	3744109	fai_correlation_analyzer	[DEAP_31_eeg_epochs_eeg_psd_fai_epochs.parquet, DEAP_31_labels_labels.parquet]	fai_correlation_analyzer ([DEAP_31_eeg_epochs_eeg_psd_fai_epochs.parquet, DEAP_31_labels_labels.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 14:03:45.044	2026-06-11 14:03:45.108	2026-06-11 14:03:46.222	1.2s	1s	-	284.9%	0.0%	3.7 MB	7.3 MB	3.7 MB	7.3 MB	27.4 MB	2 MB	3046	75	0	2 MB	11	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/d1/15eb77466aec2c55e0b292c8eb2ca8	-
776	ea/00ac23	3742979	hrv_label_binner	[DEAP_28_bvp_epochs_bvp_peaks_interv.parquet, DEAP_28_labels_labels.parquet]	hrv_label_binner ([DEAP_28_bvp_epochs_bvp_peaks_interv.parquet, DEAP_28_labels_labels.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 14:03:44.537	2026-06-11 14:03:44.625	2026-06-11 14:03:46.769	2.2s	2.1s	-	81.8%	0.1%	46 MB	247.4 MB	46 MB	290.6 MB	70.9 MB	8 MB	9351	283	0	8 MB	73	11	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/ea/00ac23ecdb26adfa3a4f3b4235bf48	-
783	bc/c928ef	3746375	hrv_correlation_analyzer	[DEAP_29_bvp_epochs_bvp_peaks_interv.parquet, DEAP_29_labels_labels.parquet]	hrv_correlation_analyzer ([DEAP_29_bvp_epochs_bvp_peaks_interv.parquet, DEAP_29_labels_labels.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 14:03:46.248	2026-06-11 14:03:46.322	2026-06-11 14:03:47.192	944ms	845ms	-	325.2%	0.0%	3.7 MB	7.3 MB	3.7 MB	7.3 MB	27.4 MB	2 MB	3047	70	0	2 MB	10	1	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/bc/c928efd959206910a03258b5088bf0	-
779	ea/eaa6af	3744265	fai_label_binner	[DEAP_31_eeg_epochs_eeg_psd_fai_epochs.parquet, DEAP_31_labels_labels.parquet]	fai_label_binner ([DEAP_31_eeg_epochs_eeg_psd_fai_epochs.parquet, DEAP_31_labels_labels.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 14:03:45.126	2026-06-11 14:03:45.208	2026-06-11 14:03:47.329	2.2s	2.1s	-	81.8%	0.0%	3.9 MB	8.4 MB	3.9 MB	8.4 MB	70.9 MB	8.2 MB	9344	280	0	8.2 MB	86	1	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/ea/eaa6afb204e2bc3f57e506df044edf	-
911	18/32c26e	3739110	hrv_bootstrap_analyzer	DEAP_17_bvp_epochs_bvp_peaks_interv_binned.parquet	hrv_bootstrap_analyzer (DEAP_17_bvp_epochs_bvp_peaks_interv_binned.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 14:03:42.233	2026-06-11 14:03:42.323	2026-06-11 14:03:47.417	5.2s	5.1s	-	100.4%	0.5%	146.9 MB	4.4 GB	146.9 MB	4.5 GB	110.1 MB	19.2 MB	16378	498	0	19.3 MB	146	146	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/18/32c26e1a02914bde42cf0606823811	-
773	53/97c752	3740099	eda_bootstrap_analyzer	DEAP_29_eda_epochs_eda_amp_binned.parquet	eda_bootstrap_analyzer (DEAP_29_eda_epochs_eda_amp_binned.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 14:03:42.789	2026-06-11 14:03:42.876	2026-06-11 14:03:47.621	4.8s	4.7s	-	124.5%	0.5%	147.2 MB	4.4 GB	147.2 MB	4.5 GB	110.1 MB	18.3 MB	16215	498	0	18.4 MB	155	108	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/53/97c752f4fd566f171482ea0aa8e542	-
772	78/952e49	3739100	eda_bootstrap_analyzer	DEAP_28_eda_epochs_eda_amp_binned.parquet	eda_bootstrap_analyzer (DEAP_28_eda_epochs_eda_amp_binned.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 14:03:42.221	2026-06-11 14:03:42.322	2026-06-11 14:03:48.197	6s	5.9s	-	87.3%	0.5%	146.7 MB	4.4 GB	146.7 MB	4.4 GB	110.1 MB	18.5 MB	16208	502	0	18.5 MB	129	114	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/78/952e493e59cace9807f13d70c58dcd	-
785	c4/d045f9	3747923	fai_correlation_analyzer	[DEAP_28_eeg_epochs_eeg_psd_fai_epochs.parquet, DEAP_28_labels_labels.parquet]	fai_correlation_analyzer ([DEAP_28_eeg_epochs_eeg_psd_fai_epochs.parquet, DEAP_28_labels_labels.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 14:03:47.212	2026-06-11 14:03:47.292	2026-06-11 14:03:48.261	1s	955ms	-	268.2%	0.0%	3.7 MB	7.3 MB	3.7 MB	7.3 MB	27.4 MB	2.1 MB	3046	70	0	2.1 MB	7	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/c4/d045f993c45ec91b09f42d6756ac41	-
787	78/073442	3748317	fai_correlation_analyzer	[DEAP_29_eeg_epochs_eeg_psd_fai_epochs.parquet, DEAP_29_labels_labels.parquet]	fai_correlation_analyzer ([DEAP_29_eeg_epochs_eeg_psd_fai_epochs.parquet, DEAP_29_labels_labels.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 14:03:47.343	2026-06-11 14:03:47.417	2026-06-11 14:03:48.440	1.1s	1s	-	267.2%	0.0%	3.7 MB	7.3 MB	3.7 MB	7.3 MB	27.4 MB	2 MB	3048	70	0	2 MB	11	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/78/07344240d6f93a7b0f71ddfd6a321c	-
782	1e/106830	3746031	hrv_label_binner	[DEAP_29_bvp_epochs_bvp_peaks_interv.parquet, DEAP_29_labels_labels.parquet]	hrv_label_binner ([DEAP_29_bvp_epochs_bvp_peaks_interv.parquet, DEAP_29_labels_labels.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 14:03:46.116	2026-06-11 14:03:46.196	2026-06-11 14:03:48.796	2.7s	2.5s	-	67.6%	0.1%	48.7 MB	248.6 MB	48.7 MB	290.6 MB	70.9 MB	8.1 MB	9355	276	0	8.1 MB	83	3	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/1e/10683083ca7fa899e3ab84f4ee94ab	-
784	26/36b8f9	3747233	fai_label_binner	[DEAP_28_eeg_epochs_eeg_psd_fai_epochs.parquet, DEAP_28_labels_labels.parquet]	fai_label_binner ([DEAP_28_eeg_epochs_eeg_psd_fai_epochs.parquet, DEAP_28_labels_labels.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 14:03:46.783	2026-06-11 14:03:46.869	2026-06-11 14:03:48.820	2s	2s	-	87.4%	0.2%	63.7 MB	3.1 GB	63.7 MB	3.1 GB	70.9 MB	8.2 MB	9346	283	0	8.2 MB	84	15	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/26/36b8f99f34853cb053cf30a19263f9	-
788	22/3cadb6	3748655	eeg_roi_psd_all_file_finder	DEAP_28_eeg_epochs_eeg_windowed_psd.parquet	eeg_roi_psd_all_file_finder (DEAP_28_eeg_epochs_eeg_windowed_psd.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 14:03:47.634	2026-06-11 14:03:47.721	2026-06-11 14:03:49.343	1.7s	1.6s	-	59.5%	0.1%	44.8 MB	241.5 MB	44.8 MB	282.9 MB	39 MB	6.2 MB	5456	170	0	6.2 MB	60	5	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/22/3cadb65870cc8860bafd3a866f1a8c	-
790	34/8454c8	3749957	eeg_roi_psd_all_file_finder	DEAP_31_eeg_epochs_eeg_windowed_psd.parquet	eeg_roi_psd_all_file_finder (DEAP_31_eeg_epochs_eeg_windowed_psd.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 14:03:48.277	2026-06-11 14:03:48.361	2026-06-11 14:03:49.486	1.2s	1.1s	-	81.8%	0.2%	71.9 MB	3.1 GB	71.9 MB	3.1 GB	39 MB	6.2 MB	5457	175	0	6.2 MB	88	9	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/34/8454c893c7e367e870c1b7114fb6d6	-
786	92/b62deb	3748445	fai_label_binner	[DEAP_29_eeg_epochs_eeg_psd_fai_epochs.parquet, DEAP_29_labels_labels.parquet]	fai_label_binner ([DEAP_29_eeg_epochs_eeg_psd_fai_epochs.parquet, DEAP_29_labels_labels.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 14:03:47.429	2026-06-11 14:03:47.520	2026-06-11 14:03:49.726	2.3s	2.2s	-	82.1%	0.1%	40.3 MB	242.1 MB	40.3 MB	291.7 MB	70.9 MB	8.2 MB	9347	275	0	8.2 MB	74	11	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/92/b62debc9f6d9f51d3eef3579c9392f	-
792	4b/ff0df8	3750477	eeg_frontal_row_filter	DEAP_05_eeg_epochs_eeg_windowed_psd_all_eeg_roi_psd_all.parquet	eeg_frontal_row_filter (DEAP_05_eeg_epochs_eeg_windowed_psd_all_eeg_roi_psd_all.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 14:03:48.467	2026-06-11 14:03:48.541	2026-06-11 14:03:49.733	1.3s	1.2s	-	78.4%	0.1%	41.3 MB	237.2 MB	41.3 MB	282.9 MB	38.9 MB	6.2 MB	5508	175	0	6.3 MB	55	9	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/4b/ff0df852d8d2b1433b58a246bb29f0	-
793	a5/ca086f	3751109	hrv_correlation_analyzer	[DEAP_30_bvp_epochs_bvp_peaks_interv.parquet, DEAP_30_labels_labels.parquet]	hrv_correlation_analyzer ([DEAP_30_bvp_epochs_bvp_peaks_interv.parquet, DEAP_30_labels_labels.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 14:03:48.832	2026-06-11 14:03:48.921	2026-06-11 14:03:49.785	953ms	858ms	-	328.8%	0.0%	3.7 MB	7.3 MB	3.7 MB	7.3 MB	27.4 MB	1.9 MB	3048	72	0	1.9 MB	10	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/a5/ca086f8ac4c274abe92c8b7489cd38	-
791	3d/486d0a	3751098	eeg_parietal_row_filter	DEAP_05_eeg_epochs_eeg_windowed_psd_all_eeg_roi_psd_all.parquet	eeg_parietal_row_filter (DEAP_05_eeg_epochs_eeg_windowed_psd_all_eeg_roi_psd_all.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 14:03:48.812	2026-06-11 14:03:48.920	2026-06-11 14:03:50.044	1.2s	1.1s	-	83.1%	0.0%	3.9 MB	8.3 MB	3.9 MB	8.3 MB	38.9 MB	6.3 MB	5510	178	0	6.3 MB	107	13	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/3d/486d0a1a9c95cb8684d1ff989d3e21	-
796	28/180c1c	3752789	eeg_parietal_row_filter	DEAP_08_eeg_epochs_eeg_windowed_psd_all_eeg_roi_psd_all.parquet	eeg_parietal_row_filter (DEAP_08_eeg_epochs_eeg_windowed_psd_all_eeg_roi_psd_all.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 14:03:49.741	2026-06-11 14:03:49.785	2026-06-11 14:03:51.048	1.3s	1.2s	-	77.9%	0.1%	30.4 MB	223.6 MB	30.4 MB	282.9 MB	38.9 MB	6.4 MB	5512	176	0	6.4 MB	53	11	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/28/180c1ca2003563250db6c6a12a6c9f	-
795	22/f5d361	3752245	eeg_frontal_row_filter	DEAP_08_eeg_epochs_eeg_windowed_psd_all_eeg_roi_psd_all.parquet	eeg_frontal_row_filter (DEAP_08_eeg_epochs_eeg_windowed_psd_all_eeg_roi_psd_all.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 14:03:49.498	2026-06-11 14:03:49.587	2026-06-11 14:03:51.284	1.8s	1.7s	-	57.7%	0.1%	33.9 MB	226.7 MB	33.9 MB	282.9 MB	38.9 MB	6.4 MB	5508	180	0	6.4 MB	57	4	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/22/f5d361ecc00808fdc226bc8fe63df7	-
799	d9/64dd1a	3753433	fai_correlation_analyzer	[DEAP_30_eeg_epochs_eeg_psd_fai_epochs.parquet, DEAP_30_labels_labels.parquet]	fai_correlation_analyzer ([DEAP_30_eeg_epochs_eeg_psd_fai_epochs.parquet, DEAP_30_labels_labels.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 14:03:50.056	2026-06-11 14:03:50.146	2026-06-11 14:03:51.714	1.7s	1.5s	-	170.7%	0.1%	44.7 MB	240.4 MB	44.7 MB	281.9 MB	27.4 MB	2 MB	3049	70	0	2 MB	36	21	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/d9/64dd1a89be02b2753204ba76474439	-
781	41/19dbcb	3745057	hrv_bootstrap_analyzer	DEAP_08_bvp_epochs_bvp_peaks_interv_binned.parquet	hrv_bootstrap_analyzer (DEAP_08_bvp_epochs_bvp_peaks_interv_binned.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 14:03:45.575	2026-06-11 14:03:45.652	2026-06-11 14:03:51.791	6.2s	6.1s	-	97.6%	0.4%	146.6 MB	4.4 GB	146.6 MB	4.5 GB	110.1 MB	19.3 MB	16343	499	0	19.3 MB	171	161	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/41/19dbcb251c7106a5f2d2338c7547a1	-
789	cd/686277	3749777	eda_bootstrap_analyzer	DEAP_30_eda_epochs_eda_amp_binned.parquet	eda_bootstrap_analyzer (DEAP_30_eda_epochs_eda_amp_binned.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 14:03:48.210	2026-06-11 14:03:48.261	2026-06-11 14:03:52.352	4.1s	4.1s	-	130.9%	0.5%	147.1 MB	4.4 GB	147.1 MB	4.5 GB	96.4 MB	15.7 MB	13997	424	0	15.7 MB	118	80	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/cd/686277df7efe6a197460fb478075c3	-
794	d2/c37052	3751952	hrv_label_binner	[DEAP_30_bvp_epochs_bvp_peaks_interv.parquet, DEAP_30_labels_labels.parquet]	hrv_label_binner ([DEAP_30_bvp_epochs_bvp_peaks_interv.parquet, DEAP_30_labels_labels.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-06-11 14:03:49.356	2026-06-11 14:03:49.443	2026-06-11 14:03:52.478	3.1s	3s	-	57.7%	0.0%	3.9 MB	8.4 MB	3.9 MB	8.4 MB	70.9 MB	7.9 MB	9340	284	0	8 MB	87	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/study/work/d2/c37052381a1add6b647ce157e6c740	-
